# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1202       1.364029799291e-10       2.355721458708e-12       4.519298586583e-13       1.275496197057e-14       2.918283701658e-15       8.979815961652e-17      -4.538326469748e-17 
 1203       1.358230452716e-10       2.377628874247e-12       4.889462347070e-13       1.274592182874e-14       2.908653692407e-15       9.337028397820e-17      -4.662476996935e-17 
 1204       1.352415023010e-10       2.399754127068e-12       5.237414884948e-13       1.273676752321e-14       2.899062293775e-15       9.693183941351e-17      -4.785685195865e-17 
 1205       1.346585596982e-10       2.422086170753e-12       5.562904126512e-13       1.272750072753e-14       2.889509249154e-15       1.004822824349e-16      -4.907936385221e-17 
 1206       1.340744275296e-10       2.444613881211e-12       5.865676895781e-13       1.271812312799e-14       2.879994298577e-15       1.040210664001e-16      -5.029215816171e-17 
 1207       1.334893075495e-10       2.467326275902e-12       6.145540777537e-13       1.270863652935e-14       2.870517203682e-15       1.075479329667e-16      -5.149508385741e-17 
 1208       1.329033639725e-10       2.490213174734e-12       6.402550530300e-13       1.269904317345e-14       2.861077822957e-15       1.110637903303e-16      -5.268797773384e-17 
 1209       1.323167523527e-10       2.513264546842e-12       6.636823927106e-13       1.268934542453e-14       2.851676037392e-15       1.145698456094e-16      -5.387067293723e-17 
 1210       1.317296292543e-10       2.536470291787e-12       6.848480098553e-13       1.267954566386e-14       2.842311725580e-15       1.180673143679e-16      -5.504300181966e-17 
 1211       1.311421522541e-10       2.559820239403e-12       7.037639536010e-13       1.266964628980e-14       2.832984763711e-15       1.215574206324e-16      -5.620479593772e-17 
 1212       1.305544799427e-10       2.583304149659e-12       7.204424094826e-13       1.265964971780e-14       2.823695025568e-15       1.250413969104e-16      -5.735588605103e-17 
 1213       1.299667719274e-10       2.606911712507e-12       7.348956997537e-13       1.264955838049e-14       2.814442382519e-15       1.285204842079e-16      -5.849610212087e-17 
 1214       1.293791888339e-10       2.630632547742e-12       7.471362837076e-13       1.263937472766e-14       2.805226703511e-15       1.319959320476e-16      -5.962527330877e-17 
 1215       1.287918923081e-10       2.654456204853e-12       7.571767579980e-13       1.262910122632e-14       2.796047855062e-15       1.354689984861e-16      -6.074322797511e-17 
 1216       1.282050450187e-10       2.678372162878e-12       7.650298569597e-13       1.261874036075e-14       2.786905701257e-15       1.389409501322e-16      -6.184979367769e-17 
 1217       1.276188106589e-10       2.702369830259e-12       7.707084529298e-13       1.260829463250e-14       2.777800103743e-15       1.424130621648e-16      -6.294479717036e-17 
 1218       1.270333539485e-10       2.726438544694e-12       7.742255565679e-13       1.259776656046e-14       2.768730921718e-15       1.458866183502e-16      -6.402806440156e-17 
 1219       1.264488406361e-10       2.750567572995e-12       7.755943171777e-13       1.258715868089e-14       2.759698011929e-15       1.493629110606e-16      -6.509942051299e-17 
 1220       1.258654375009e-10       2.774746110943e-12       7.748280230271e-13       1.257647354743e-14       2.750701228661e-15       1.528432412913e-16      -6.615868983813e-17 
 1221       1.252833123552e-10       2.798963283135e-12       7.719401016696e-13       1.256571373115e-14       2.741740423738e-15       1.563289186791e-16      -6.720569590088e-17 
 1222       1.247026340459e-10       2.823208142847e-12       7.669441202645e-13       1.255488182060e-14       2.732815446508e-15       1.598212615195e-16      -6.824026141412e-17 
 1223       1.241235724570e-10       2.847469671885e-12       7.598537858983e-13       1.254398042183e-14       2.723926143844e-15       1.633215967851e-16      -6.926220827834e-17 
 1224       1.235462985114e-10       2.871736780438e-12       7.506829459054e-13       1.253301215844e-14       2.715072360134e-15       1.668312601432e-16      -7.027135758021e-17 
 1225       1.229709841731e-10       2.895998306933e-12       7.394455881885e-13       1.252197967159e-14       2.706253937273e-15       1.703515959735e-16      -7.126752959117e-17 
 1226       1.223978024494e-10       2.920243017893e-12       7.261558415400e-13       1.251088562006e-14       2.697470714663e-15       1.738839573862e-16      -7.225054376605e-17 
 1227       1.218269273924e-10       2.944459607786e-12       7.108279759624e-13       1.249973268026e-14       2.688722529199e-15       1.774297062395e-16      -7.322021874163e-17 
 1228       1.212585341018e-10       2.968636698883e-12       6.934764029893e-13       1.248852354631e-14       2.680009215269e-15       1.809902131578e-16      -7.417637233526e-17 
 1229       1.206927987263e-10       2.992762841109e-12       6.741156760061e-13       1.247726093002e-14       2.671330604743e-15       1.845668575491e-16      -7.511882154344e-17 
 1230       1.201298984662e-10       3.016826511904e-12       6.527604905711e-13       1.246594756098e-14       2.662686526969e-15       1.881610276232e-16      -7.604738254042e-17 
 1231       1.195700115750e-10       3.040816116068e-12       6.294256847360e-13       1.245458618654e-14       2.654076808768e-15       1.917741204094e-16      -7.696187067679e-17 
 1232       1.190133173619e-10       3.064719985625e-12       6.041262393669e-13       1.244317957190e-14       2.645501274425e-15       1.954075417742e-16      -7.786210047807e-17 
 1233       1.184599961934e-10       3.088526379669e-12       5.768772784649e-13       1.243173050010e-14       2.636959745682e-15       1.990627064393e-16      -7.874788564332e-17 
 1234       1.179102294956e-10       3.112223484225e-12       5.476940694872e-13       1.242024177209e-14       2.628452041737e-15       2.027410379994e-16      -7.961903904372e-17 
 1235       1.173641997565e-10       3.135799412099e-12       5.165920236680e-13       1.240871620675e-14       2.619977979231e-15       2.064439689399e-16      -8.047537272115e-17 
 1236       1.168220905276e-10       3.159242202734e-12       4.835866963387e-13       1.239715664091e-14       2.611537372246e-15       2.101729406548e-16      -8.131669788682e-17 
 1237       1.162840864262e-10       3.182539822065e-12       4.486937872496e-13       1.238556592942e-14       2.603130032297e-15       2.139294034647e-16      -8.214282491984e-17 
 1238       1.157503731373e-10       3.205680162373e-12       4.119291408898e-13       1.237394694517e-14       2.594755768326e-15       2.177148166344e-16      -8.295356336580e-17 
 1239       1.152211374161e-10       3.228651042139e-12       3.733087468090e-13       1.236230257910e-14       2.586414386697e-15       2.215306483906e-16      -8.374872193540e-17 
 1240       1.146965670894e-10       3.251440205898e-12       3.328487399372e-13       1.235063574030e-14       2.578105691186e-15       2.253783759401e-16      -8.452810850303e-17 
 1241       1.141768510582e-10       3.274035324093e-12       2.905654009067e-13       1.233894935595e-14       2.569829482981e-15       2.292594854876e-16      -8.529153010533e-17 
 1242       1.136621792995e-10       3.296423992933e-12       2.464751563719e-13       1.232724637147e-14       2.561585560667e-15       2.331754722530e-16      -8.603879293984e-17 
 1243       1.131527428685e-10       3.318593734242e-12       2.005945793308e-13       1.231552975044e-14       2.553373720227e-15       2.371278404899e-16      -8.676970236355e-17 
 1244       1.126487339003e-10       3.340531995318e-12       1.529403894456e-13       1.230380247474e-14       2.545193755035e-15       2.411181035029e-16      -8.748406289151e-17 
 1245       1.121503456126e-10       3.362226148784e-12       1.035294533632e-13       1.229206754450e-14       2.537045455843e-15       2.451477836660e-16      -8.818167819544e-17 
 1246       1.116577496393e-10       3.383664674023e-12       5.238152725834e-14       1.228032780403e-14       2.528928630465e-15       2.492176926715e-16      -8.886239419827e-17 
 1247       1.111710277375e-10       3.404840716935e-12      -4.724809684299e-16       1.226858541704e-14       2.520843163058e-15       2.533257630013e-16      -8.952622891413e-17 
 1248       1.106902392837e-10       3.425748571654e-12      -5.499867631599e-14       1.225684238532e-14       2.512788955517e-15       2.574691910494e-16      -9.017324412893e-17 
 1249       1.102154438691e-10       3.446382502703e-12      -1.111629095791e-13       1.224510072238e-14       2.504765907859e-15       2.616451545446e-16      -9.080350244444e-17 
 1250       1.097467013001e-10       3.466736744941e-12      -1.689307768159e-13       1.223336245341e-14       2.496773918211e-15       2.658508125126e-16      -9.141706728025e-17 
 1251       1.092840715982e-10       3.486805503510e-12      -2.282676188149e-13       1.222162961539e-14       2.488812882810e-15       2.700833052382e-16      -9.201400287570e-17 
 1252       1.088276150009e-10       3.506582953777e-12      -2.891385205630e-13       1.220990425703e-14       2.480882695994e-15       2.743397542277e-16      -9.259437429175e-17 
 1253       1.083773919617e-10       3.526063241281e-12      -3.515083107122e-13       1.219818843885e-14       2.472983250202e-15       2.786172621710e-16      -9.315824741295e-17 
 1254       1.079334631501e-10       3.545240481682e-12      -4.153415610477e-13       1.218648423318e-14       2.465114435966e-15       2.829129129040e-16      -9.370568894935e-17 
 1255       1.074958894525e-10       3.564108760702e-12      -4.806025859546e-13       1.217479372419e-14       2.457276141906e-15       2.872237713707e-16      -9.423676643842e-17 
 1256       1.070647319723e-10       3.582662134073e-12      -5.472554418859e-13       1.216311900788e-14       2.449468254728e-15       2.915468835853e-16      -9.475154824695e-17 
 1257       1.066400520298e-10       3.600894627482e-12      -6.152639268293e-13       1.215146219216e-14       2.441690659215e-15       2.958792765949e-16      -9.525010357303e-17 
 1258       1.062219111632e-10       3.618800236517e-12      -6.845915797752e-13       1.213982539683e-14       2.433943238227e-15       3.002179584413e-16      -9.573250244789e-17 
 1259       1.058103711283e-10       3.636372926612e-12      -7.552016801836e-13       1.212821075359e-14       2.426225872692e-15       3.045599181232e-16      -9.619881573792e-17 
 1260       1.054054938992e-10       3.653606632995e-12      -8.270572474519e-13       1.211662040612e-14       2.418538441604e-15       3.089021255590e-16      -9.664911514648e-17 
 1261       1.050073416685e-10       3.670495260630e-12      -9.001210403819e-13       1.210505651005e-14       2.410880822017e-15       3.132415315484e-16      -9.708347321593e-17 
 1262       1.046159768475e-10       3.687032684163e-12      -9.743555566474e-13       1.209352123299e-14       2.403252889039e-15       3.175750677350e-16      -9.750196332949e-17 
 1263       1.042314620666e-10       3.703212747873e-12      -1.049723032262e-12       1.208201675457e-14       2.395654515830e-15       3.218996465683e-16      -9.790465971315e-17 
 1264       1.038538601757e-10       3.719029265611e-12      -1.126185441045e-12       1.207054526646e-14       2.388085573595e-15       3.262121612663e-16      -9.829163743765e-17 
 1265       1.034832342441e-10       3.734476020749e-12      -1.203704494091e-12       1.205910897238e-14       2.380545931580e-15       3.305094857772e-16      -9.866297242036e-17 
 1266       1.031196475615e-10       3.749546766125e-12      -1.282241639235e-12       1.204771008812e-14       2.373035457069e-15       3.347884747423e-16      -9.901874142721e-17 
 1267       1.027631636377e-10       3.764235223989e-12      -1.361758060523e-12       1.203635084157e-14       2.365554015373e-15       3.390459634576e-16      -9.935902207460e-17 
 1268       1.024138462032e-10       3.778535085947e-12      -1.442214677675e-12       1.202503347276e-14       2.358101469834e-15       3.432787678364e-16      -9.968389283136e-17 
 1269       1.020717592094e-10       3.792440012909e-12      -1.523572145557e-12       1.201376023385e-14       2.350677681814e-15       3.474836843716e-16      -9.999343302064e-17 
 1270       1.017369668290e-10       3.805943635035e-12      -1.605790853643e-12       1.200253338916e-14       2.343282510690e-15       3.516574900977e-16      -1.002877228218e-16 
 1271       1.014095334561e-10       3.819039551676e-12      -1.688830925488e-12       1.199135521522e-14       2.335915813854e-15       3.557969425530e-16      -1.005668432725e-16 
